masv,ho,ten,gioitinh,ngaysinh,email,didong,cmnd,hocbong,makh
C0023,Nguyễn Thị Thanh,Lan,False,1999-09-08 00:00:00,nttlan@gmail.com,0913617889          ,825227227464,2000000,CN
C0024,Thái Nam,Sinh,True,1999-11-17 00:00:00,tnsinh@gmail.com,0913102284          ,371352323158,1000000,CN
C0025,Phạm Phương,Phương,False,1999-06-15 00:00:00,ppphuong@gmail.com,0168374535          ,774375787574,3000000,CN
C0026,Lâm Vĩnh,Hiệu,True,1999-07-26 00:00:00,lvhieu@gmail.com,0987880747          ,304474621035,0,CN
C0027,Đinh Thanh,Mỹ,True,1999-11-26 00:00:00,dtmy@gmail.com,0913774531          ,461863655265,0,CN
C0028,Lâm Nam,Sinh,True,1999-07-24 00:00:00,lnsinh@gmail.com,0168613393          ,747111658838,0,CN
C0029,Khương Ngọc,Minh,True,1999-10-28 00:00:00,knminh@gmail.com,0168792295          ,545397337618,1000000,CN
C0030,Phạm Vĩnh,Phong,True,1999-09-05 00:00:00,pvphong@gmail.com,0913803291          ,153237946751,2000000,CN
C0031,Lý Thảo,Thúy,False,1999-07-05 00:00:00,ltthuy@gmail.com,0987566402          ,013098347676,3000000,CN
C0032,Mã Thị,Ly,False,1999-05-30 00:00:00,mtly@gmail.com,0168675486          ,822643610887,0,CN
C0033,Mã Văn Minh,Trọng,True,1999-09-03 00:00:00,mvmtrong@gmail.com,0987078641          ,532328788440,3000000,CN
C0034,Thái Minh,Phương,True,1999-07-09 00:00:00,tmphuong@gmail.com,0987687468          ,925518195176,3000000,CN
C0035,Văn Phú,Tâm,True,1999-02-07 00:00:00,vptam@gmail.com,0913852739          ,445786618758,0,CN
C0036,Lý Minh,Minh,False,1999-09-13 00:00:00,lmminh@gmail.com,0987364828          ,112484556945,2000000,CN
C0037,Cao Văn Minh,Phong,True,1999-08-12 00:00:00,cvmphong@gmail.com,0913652620          ,526508349404,1000000,CN
C0038,Mã Bạch,Mỹ,True,1999-07-18 00:00:00,mbmy@gmail.com,0913563968          ,553672304485,0,CN
C0039,Cao Mạnh,Thiện,True,1999-03-20 00:00:00,cmthien@gmail.com,0987842511          ,793370470912,0,CN
C0040,Thái Thảo,Hoa,False,1999-02-03 00:00:00,tthoa@gmail.com,0913128448          ,470038563157,0,CN
C0041,Bạch Văn,Hiệu,True,1999-10-06 00:00:00,bvhieu@gmail.com,0987465746          ,212395601335,2000000,CN
C0042,Đàm Vĩnh,Dũng,True,1999-08-04 00:00:00,dvdung@gmail.com,0913702776          ,237164154244,3000000,CN
C0043,Bạch Thị Thanh,Nhung,False,1999-10-30 00:00:00,bttnhung@gmail.com,0168114496          ,040440424749,3000000,CN
C0044,Bạch Thị,Thúy,False,1999-11-09 00:00:00,btthuy@gmail.com,0987681542          ,483340458851,0,CN
C0045,Thái Nam,Tân,True,1999-01-03 00:00:00,tntan@gmail.com,0168841324          ,676458978939,3000000,CN
C0046,Bạch Nam,Huy,True,1999-05-14 00:00:00,bnhuy@gmail.com,0913533371          ,252192066524,0,CN
C0047,Lê Văn Minh,Thiệu,True,1999-05-12 00:00:00,lvmthieu@gmail.com,0913101488          ,597631265016,2000000,CN
C0048,Đàm Thảo,Hoa,False,1999-09-12 00:00:00,dthoa@gmail.com,0913416223          ,941151719519,1000000,CN
C0049,Lý Văn,Dũng,True,1999-09-12 00:00:00,lvdung@gmail.com,0913541297          ,618232837549,3000000,CN
C0050,Trần Minh,Ngân,True,1999-11-13 00:00:00,tmngan@gmail.com,0987775844          ,721151517252,2000000,CN
C0051,Lâm Thị Thảo,Loan,False,1999-01-09 00:00:00,lttloan@gmail.com,0168418373          ,311628625536,0,CN
C0052,Lê Thị Thảo,Ly,False,1999-02-14 00:00:00,lttly@gmail.com,0168434476          ,874368763621,1000000,CN
C0053,Hoàng Văn,Phong,True,1999-06-29 00:00:00,hvphong@gmail.com,0168238108          ,517573018661,2000000,CN
C0054,Lý Vĩnh,Sinh,True,1999-05-25 00:00:00,lvsinh@gmail.com,0913134764          ,145528667746,0,CN
C0055,Lê Thảo,Hương,False,1999-11-06 00:00:00,lthuong@gmail.com,0168706154          ,676648731450,2000000,CN
C0056,Thái Thảo,Đào,False,1999-09-19 00:00:00,ttdao@gmail.com,0987815189          ,516795333424,0,CN
C0057,Vương Thị Thảo,Hạnh,False,1999-03-18 00:00:00,vtthanh@gmail.com,0168116314          ,617118944211,3000000,CN
C0058,Trần Văn Minh,Tuấn,True,1999-05-30 00:00:00,tvmtuan@gmail.com,0913176166          ,516553888135,1000000,CN
C0059,Thái Thảo,Trúc,False,1999-07-08 00:00:00,tttruc@gmail.com,0987863212          ,443853693305,2000000,CN
C0060,Văn Thị,Lan,False,1999-05-20 00:00:00,vtlan@gmail.com,0913926778          ,772255381968,3000000,CN
C0061,Đặng Vĩnh,Sinh,True,1999-10-07 00:00:00,dvsinh@gmail.com,0168640925          ,526139812378,2000000,CN
C0062,Hoàng Thị Thanh,Đào,False,1999-10-02 00:00:00,httdao@gmail.com,0913323153          ,516686165844,3000000,CN
C0063,Đặng Nam,Lộc,True,1999-09-26 00:00:00,dnloc@gmail.com,0987122436          ,318832473437,0,CN
C0064,Lâm Vĩnh,Thiệu,True,1999-07-08 00:00:00,lvthieu@gmail.com,0987456418          ,510234875224,2000000,CN
C0065,Lâm Thảo,Trúc,False,1999-09-19 00:00:00,lttruc@gmail.com,0987113162          ,613542186162,3000000,CN
C0066,Mã Phú,Tâm,False,1999-12-28 00:00:00,mptam@gmail.com,0987340442          ,067145136407,2000000,CN
C0067,Lâm Thảo,Hạnh,False,1999-11-20 00:00:00,lthanh@gmail.com,0913675266          ,294514656243,0,CN
C0068,Khương Vĩnh,Sinh,True,1999-01-02 00:00:00,kvsinh@gmail.com,0987841607          ,914741875843,0,CN
C0069,Cao Nam,Tuấn,True,1999-10-22 00:00:00,cntuan@gmail.com,0987760225          ,271368304726,2000000,CN
C0070,Đặng Thị,Nhung,False,1999-09-29 00:00:00,dtnhung@gmail.com,0987233358          ,458167981145,0,CN
C0071,Khương Thanh,Thanh,False,1999-03-13 00:00:00,ktthanh@gmail.com,0168852812          ,942543336435,0,CN
C0072,Thái Mạnh,Lộc,True,1999-12-05 00:00:00,tmloc@gmail.com,0987155833          ,055768329142,3000000,CN
C0073,Trần Thảo,Hạnh,False,1999-03-23 00:00:00,tthanh@gmail.com,0987718558          ,451357224741,1000000,CN
C0074,Thái Thảo,Nga,False,1999-02-23 00:00:00,ttnga@gmail.com,0168122579          ,443293205719,3000000,CN
C0075,Lê Thảo,Hoa,False,1999-05-15 00:00:00,lthoa@gmail.com,0913243932          ,662273790256,3000000,CN
C0076,Nguyễn Thanh,Phương,True,1999-02-20 00:00:00,ntphuong@gmail.com,0913347446          ,287315632735,3000000,CN
C0077,Lâm Minh,Ngọc,True,1999-06-12 00:00:00,lmngoc@gmail.com,0913451494          ,288671403446,2000000,CN
C0078,Đinh Phú,Thanh,False,1999-02-04 00:00:00,dpthanh@gmail.com,0987088328          ,613575775966,2000000,CN
C0079,Cao Thị Thanh,Trúc,False,1999-03-06 00:00:00,ctttruc@gmail.com,0168428594          ,525845671504,1000000,CN
C0080,Bạch Thanh,Thanh,False,1999-01-04 00:00:00,btthanh@gmail.com,0913843497          ,169614465950,3000000,CN
C0081,Bạch Thị,Thúy,False,1999-10-26 00:00:00,btthuy@gmail.com,0913278353          ,284278757522,3000000,CN
C0082,Đàm Phương,Ngân,True,1999-02-23 00:00:00,dpngan@gmail.com,0168192289          ,671904984705,0,CN
C0083,Văn Thị,Ly,False,1999-12-28 00:00:00,vtly@gmail.com,0913826240          ,522583923577,2000000,CN
C0084,Bạch Phương,Ngọc,True,1999-02-19 00:00:00,bpngoc@gmail.com,0913184553          ,883019433248,0,CN
C0085,Nguyễn Thảo,Trúc,False,1999-01-27 00:00:00,nttruc@gmail.com,0913741348          ,406305473473,2000000,CN
C0086,Văn Văn Minh,Thăng,True,1999-10-21 00:00:00,vvmthang@gmail.com,0913252673          ,131114664148,2000000,CN
C0087,Đinh Thảo,Trúc,False,1999-05-06 00:00:00,dttruc@gmail.com,0987772773          ,866951746664,1000000,CN
C0088,Đinh Văn Minh,Thiệu,True,1999-06-04 00:00:00,dvmthieu@gmail.com,0913837727          ,526414384848,1000000,CN
C0089,Lâm Mạnh,Phong,True,1999-02-25 00:00:00,lmphong@gmail.com,0168544311          ,331825385257,2000000,CN
C0090,Thái Văn Minh,Sinh,True,1999-05-04 00:00:00,tvmsinh@gmail.com,0987637112          ,851917606722,2000000,CN
C0091,Nguyễn Thảo,Ly,False,1999-11-07 00:00:00,ntly@gmail.com,0913147858          ,603340642051,2000000,CN
C0092,Trần Thảo,Nhung,False,1999-09-25 00:00:00,ttnhung@gmail.com,0913676681          ,875143466950,1000000,CN
C0093,Bạch Vĩnh,Lộc,True,1999-04-04 00:00:00,bvloc@gmail.com,0987332563          ,815761759293,0,CN
C0094,Lê Nam,Thiệu,True,1999-02-25 00:00:00,lnthieu@gmail.com,0987884525          ,687543421219,3000000,CN
C0095,Cao Nam,Dũng,True,1999-09-15 00:00:00,cndung@gmail.com,0913309378          ,328121584033,3000000,CN
C0096,Văn Ngọc,Ngọc,False,1999-11-22 00:00:00,vnngoc@gmail.com,0913166025          ,337766688433,3000000,CN
C0097,Phạm Thị Thanh,Lan,False,1999-08-07 00:00:00,pttlan@gmail.com,0987159337          ,518644964204,2000000,CN
C0098,Văn Thị Thanh,Nga,False,1999-06-20 00:00:00,vttnga@gmail.com,0168929323          ,670312616514,1000000,CN
C0099,Đàm Minh,Thu,True,1999-08-07 00:00:00,dmthu@gmail.com,0913297897          ,075954405147,0,CN
C0100,Cao Văn,Huy,True,1999-09-19 00:00:00,cvhuy@gmail.com,0987571969          ,236368088716,1000000,CN
C0101,Khương Thảo,Dung,False,1999-04-05 00:00:00,ktdung@gmail.com,0168490255          ,818383527641,0,CN
C0102,Mã Thảo,Ly,False,1999-05-11 00:00:00,mtly@gmail.com,0913155875          ,222824361015,3000000,CN
C0103,Vương Văn,Hiệu,True,1999-07-07 00:00:00,vvhieu@gmail.com,0913040177          ,423261991223,0,CN
C0104,Lê Nam,Huy,True,1999-04-14 00:00:00,lnhuy@gmail.com,0987378557          ,882696553923,2000000,CN
C0105,Hoàng Vĩnh,Tân,True,1999-10-11 00:00:00,hvtan@gmail.com,0168442133          ,755741396622,3000000,CN
C0106,Thái Thảo,Lan,False,1999-07-09 00:00:00,ttlan@gmail.com,0987682393          ,788776541131,0,CN
C0107,Lâm Thị,Hương,False,1999-02-07 00:00:00,lthuong@gmail.com,0987542436          ,515657376151,0,CN
C0108,Bạch Văn Minh,Sinh,True,1999-02-08 00:00:00,bvmsinh@gmail.com,0168873574          ,657411375806,2000000,CN
C0109,Bạch Thị,Hoa,False,1999-10-14 00:00:00,bthoa@gmail.com,0913174720          ,347889227616,1000000,CN
C0110,Hoàng Nam,Huy,True,1999-06-06 00:00:00,hnhuy@gmail.com,0913275310          ,837111246336,3000000,CN
C0111,Thái Thảo,Ly,False,1999-02-08 00:00:00,ttly@gmail.com,0987578191          ,218467044376,0,CN
C0112,Phạm Thị Thanh,Nhung,False,1999-01-21 00:00:00,pttnhung@gmail.com,0168247951          ,746366546578,0,CN
C0113,Khương Văn Minh,Thiệu,True,1999-05-10 00:00:00,kvmthieu@gmail.com,0987682465          ,608831417298,0,CN
C0114,Vương Bạch,Ngọc,True,1999-02-19 00:00:00,vbngoc@gmail.com,0913017162          ,514836267938,0,CN
C0115,Hoàng Phương,Mỹ,False,1999-10-21 00:00:00,hpmy@gmail.com,0913812572          ,735328417911,0,CN
C0116,Văn Thị Thanh,Đào,False,1999-03-11 00:00:00,vttdao@gmail.com,0987536841          ,537879732291,2000000,CN
C0117,Lâm Thị Thanh,Đào,False,1999-04-10 00:00:00,lttdao@gmail.com,0168227373          ,686942154163,2000000,CN
C0118,Khương Văn,Bảo,True,1999-05-10 00:00:00,kvbao@gmail.com,0913445288          ,457626333763,1000000,CN
C0119,Cao Thảo,Thúy,False,1999-03-17 00:00:00,ctthuy@gmail.com,0168451848          ,718876653390,2000000,CN
C0120,Hoàng Văn Minh,Hòa,True,1999-08-15 00:00:00,hvmhoa@gmail.com,0168507265          ,596374804815,0,CN
C0121,Đặng Thanh,Minh,False,1999-04-11 00:00:00,dtminh@gmail.com,0987093434          ,763312562743,0,CN
C0122,Đặng Ngọc,Thanh,True,1999-08-04 00:00:00,dnthanh@gmail.com,0168488289          ,863396390717,1000000,CN
C0123,Nguyễn Văn Minh,Bảo,True,1999-07-15 00:00:00,nvmbao@gmail.com,0987742972          ,755261131243,0,CN
C0124,Đinh Thị Thanh,Loan,False,1999-04-26 00:00:00,dttloan@gmail.com,0913421473          ,333202646447,3000000,CN
C0125,Thái Phú,Ngọc,True,1999-11-26 00:00:00,tpngoc@gmail.com,0168112483          ,381872345627,2000000,CN
C0126,Đặng Nam,Trọng,True,1999-07-11 00:00:00,dntrong@gmail.com,0168595738          ,376085441897,2000000,CN
C0127,Cao Văn Minh,Hiệu,True,1999-03-29 00:00:00,cvmhieu@gmail.com,0168982483          ,825378816396,0,CN
C0128,Đinh Thị Thanh,Đào,False,1999-08-04 00:00:00,dttdao@gmail.com,0168643551          ,567223381124,0,CN
C0129,Phạm Văn,Sinh,True,1999-03-31 00:00:00,pvsinh@gmail.com,0987463816          ,149778805950,0,CN
C0130,Đặng Mạnh,Huy,True,1999-05-27 00:00:00,dmhuy@gmail.com,0913467919          ,139279537371,0,CN
C0131,Khương Văn Minh,Huy,True,1999-10-16 00:00:00,kvmhuy@gmail.com,0168541651          ,434456744897,1000000,CN
C0132,Phạm Thị Thanh,Dung,False,1999-09-07 00:00:00,pttdung@gmail.com,0913172326          ,042648721276,2000000,CN
C0133,Phạm Thanh,Tâm,False,1999-04-16 00:00:00,pttam@gmail.com,0168587261          ,710230037048,2000000,CN
C0134,Trần Thảo,Trang,False,1999-07-13 00:00:00,tttrang@gmail.com,0913523286          ,886868678152,0,CN
C0135,Đàm Vĩnh,Mẫn,True,1999-06-11 00:00:00,dvman@gmail.com,0913547957          ,532153343807,3000000,CN
C0136,Văn Bạch,Mỹ,True,1999-04-29 00:00:00,vbmy@gmail.com,0987419127          ,203372986103,1000000,CN
C0137,Văn Nam,Bảo,True,1999-05-05 00:00:00,vnbao@gmail.com,0168831446          ,247276566588,3000000,CN
C0138,Văn Thảo,Mai,False,1999-06-13 00:00:00,vtmai@gmail.com,0987802591          ,056434403148,0,CN
C0139,Mã Nam,Sinh,True,1999-05-13 00:00:00,mnsinh@gmail.com,0168226058          ,738245204655,1000000,CN
C0140,Đàm Vĩnh,Thăng,True,1999-12-02 00:00:00,dvthang@gmail.com,0913063278          ,681253422515,0,CN
C0141,Thái Thị Thanh,Mai,False,1999-10-29 00:00:00,tttmai@gmail.com,0987926366          ,111649423105,0,CN
C0142,Văn Thị Thảo,Thúy,False,1999-10-17 00:00:00,vttthuy@gmail.com,0168616505          ,674018988497,2000000,CN
C0143,Lý Minh,Thanh,True,1999-03-13 00:00:00,lmthanh@gmail.com,0913158873          ,708163564385,3000000,CN
C0144,Nguyễn Nam,Hiệu,True,1999-04-18 00:00:00,nnhieu@gmail.com,0987446168          ,765666386282,0,CN
C0145,Đặng Thanh,Mỹ,False,1999-10-05 00:00:00,dtmy@gmail.com,0913896263          ,389841192358,2000000,CN
C0146,Vương Thị Thanh,Hạnh,False,1999-10-16 00:00:00,vtthanh@gmail.com,0987773165          ,488884215176,1000000,CN
C0147,Nguyễn Thị Thanh,Đào,False,1999-02-21 00:00:00,nttdao@gmail.com,0987742684          ,999921411778,1000000,CN
C0148,Đặng Văn,Thăng,True,1999-03-16 00:00:00,dvthang@gmail.com,0913937413          ,440982447566,1000000,CN
C0149,Cao Thị Thảo,Hương,False,1999-12-14 00:00:00,ctthuong@gmail.com,0168821044          ,700652622226,0,CN
C0150,Lâm Văn Minh,Thăng,True,1999-10-02 00:00:00,lvmthang@gmail.com,0913576733          ,546483764245,3000000,CN
C0151,Lý Thị Thảo,Hạnh,False,1999-07-06 00:00:00,ltthanh@gmail.com,0913883771          ,636424656341,0,CN
C0152,Đặng Thị Thanh,Lan,False,1999-09-24 00:00:00,dttlan@gmail.com,0913216005          ,326354418416,1000000,CN
C0153,Phạm Thanh,Phương,True,1999-07-11 00:00:00,ptphuong@gmail.com,0913516753          ,114781757667,2000000,CN
C0154,Cao Văn Minh,Bảo,True,1999-05-11 00:00:00,cvmbao@gmail.com,0913598140          ,530460808272,3000000,CN
C0155,Trần Văn,Kiệt,True,1999-10-04 00:00:00,tvkiet@gmail.com,0913718235          ,513865093570,0,CN
C0156,Hoàng Thị Thanh,Hạnh,False,1999-01-07 00:00:00,htthanh@gmail.com,0168455842          ,137200937088,0,CN
C0157,Trần Minh,Mỹ,False,1999-02-28 00:00:00,tmmy@gmail.com,0913058821          ,592562456252,2000000,CN
C0158,Trần Nam,Tuấn,True,1999-02-07 00:00:00,tntuan@gmail.com,0913416377          ,508723746611,1000000,CN
C0159,Cao Thị Thanh,Hạnh,False,1999-04-07 00:00:00,ctthanh@gmail.com,0913321232          ,247255066175,1000000,CN
C0160,Phạm Thảo,Mai,False,1999-12-19 00:00:00,ptmai@gmail.com,0987316732          ,791319761675,0,CN
C0161,Mã Phú,Tâm,False,1999-11-26 00:00:00,mptam@gmail.com,0168142883          ,015174421341,3000000,CN
C0162,Đinh Văn Minh,Thăng,True,1999-08-19 00:00:00,dvmthang@gmail.com,0987976853          ,542952314914,1000000,CN
C0163,Đàm Ngọc,Thanh,True,1999-03-12 00:00:00,dnthanh@gmail.com,0913315935          ,638327421817,0,CN
C0164,Thái Minh,Mỹ,False,1999-01-09 00:00:00,tmmy@gmail.com,0913313205          ,242333228303,1000000,CN
C0165,Văn Minh,Ngọc,False,1999-08-25 00:00:00,vmngoc@gmail.com,0168620574          ,489655252872,0,CN
C0166,Lâm Bạch,Thanh,False,1999-07-20 00:00:00,lbthanh@gmail.com,0168048752          ,337365086252,1000000,CN
C0167,Mã Thảo,Ly,False,1999-03-20 00:00:00,mtly@gmail.com,0168465823          ,543884377340,2000000,CN
C0168,Hoàng Phương,Tâm,False,1999-06-26 00:00:00,hptam@gmail.com,0987581151          ,887284523307,2000000,CN
C0169,Đinh Văn Minh,Vỹ,True,1999-08-13 00:00:00,dvmvy@gmail.com,0987248889          ,218434311216,1000000,CN
C0170,Phạm Thị Thanh,Loan,False,1999-08-29 00:00:00,pttloan@gmail.com,0168765983          ,426515279387,0,CN
C0171,Vương Phú,Minh,False,1999-02-14 00:00:00,vpminh@gmail.com,0168556656          ,236761288312,0,CN
C0172,Văn Thị Thanh,Mai,False,1999-11-21 00:00:00,vttmai@gmail.com,0913713628          ,766853715456,2000000,CN
C0173,Trần Nam,Hiệu,True,1999-08-01 00:00:00,tnhieu@gmail.com,0987768345          ,206674606558,1000000,CN
C0174,Hoàng Nam,Thiệu,True,1999-04-18 00:00:00,hnthieu@gmail.com,0987741872          ,152112623703,1000000,CN
C0175,Đặng Thảo,Lan,False,1999-05-29 00:00:00,dtlan@gmail.com,0987644618          ,343353430123,3000000,CN
C0176,Cao Minh,Ngọc,True,1999-12-13 00:00:00,cmngoc@gmail.com,0913560171          ,971184119618,2000000,CN
C0177,Đặng Thị,Lan,False,1999-03-28 00:00:00,dtlan@gmail.com,0987185204          ,013187548126,3000000,CN
C0178,Đàm Văn,Lộc,True,1999-05-21 00:00:00,dvloc@gmail.com,0913448520          ,988837909681,2000000,CN
C0179,Văn Thị,Hạnh,False,1999-07-26 00:00:00,vthanh@gmail.com,0913732566          ,340879046922,2000000,CN
C0180,Nguyễn Văn Minh,Huy,True,1999-04-19 00:00:00,nvmhuy@gmail.com,0168343911          ,925804559478,2000000,CN
C0181,Đàm Mạnh,Kiệt,True,1999-11-04 00:00:00,dmkiet@gmail.com,0913312686          ,523274941356,2000000,CN
C0182,Khương Phương,Ngân,True,1999-04-08 00:00:00,kpngan@gmail.com,0913285653          ,210614313643,3000000,CN
C0183,Lê Văn Minh,Vỹ,True,1999-02-06 00:00:00,lvmvy@gmail.com,0987153235          ,396291512932,0,CN
C0184,Mã Thảo,Dung,False,1999-11-11 00:00:00,mtdung@gmail.com,0168745287          ,815006872808,0,CN
C0185,Lý Văn Minh,Phong,True,1999-08-20 00:00:00,lvmphong@gmail.com,0168889657          ,223939606261,3000000,CN
C0186,Lý Thảo,Hạnh,False,1999-07-26 00:00:00,lthanh@gmail.com,0987083017          ,388574724271,2000000,CN
C0187,Đinh Thảo,Hương,False,1999-02-25 00:00:00,dthuong@gmail.com,0987387763          ,982019652919,2000000,CN
C0188,Đặng Thanh,Ngọc,False,1999-04-05 00:00:00,dtngoc@gmail.com,0987834114          ,819233571527,1000000,CN
C0189,Lý Thị Thảo,Hương,False,1999-06-10 00:00:00,ltthuong@gmail.com,0168897157          ,113561413663,0,CN
C0190,Văn Thị Thảo,Loan,False,1999-07-21 00:00:00,vttloan@gmail.com,0913178556          ,344276294087,2000000,CN
C0191,Đặng Thảo,Ly,False,1999-09-09 00:00:00,dtly@gmail.com,0913438784          ,145548963406,3000000,CN
C0192,Lâm Vĩnh,Tân,True,1999-04-23 00:00:00,lvtan@gmail.com,0913953273          ,556760801316,3000000,CN
C0193,Lý Vĩnh,Tuấn,True,1999-12-25 00:00:00,lvtuan@gmail.com,0987482842          ,890156462574,2000000,CN
C0194,Trần Văn Minh,Tuấn,True,1999-03-08 00:00:00,tvmtuan@gmail.com,0987088479          ,314348477273,1000000,CN
C0195,Lê Văn,Kiệt,True,1999-09-02 00:00:00,lvkiet@gmail.com,0987526642          ,340619040482,3000000,CN
C0196,Đinh Ngọc,Thu,False,1999-06-16 00:00:00,dnthu@gmail.com,0168502711          ,157472777324,0,CN
C0197,Đinh Thảo,Mai,False,1999-01-27 00:00:00,dtmai@gmail.com,0168205239          ,683282117879,3000000,CN
C0198,Lê Văn Minh,Thiện,True,1999-06-27 00:00:00,lvmthien@gmail.com,0913495078          ,163946544228,2000000,CN
C0199,Bạch Phương,Mỹ,True,1999-03-03 00:00:00,bpmy@gmail.com,0168855668          ,704895779953,0,CN
C0200,Đinh Văn,Phong,True,1999-07-21 00:00:00,dvphong@gmail.com,0168985248          ,113824473918,3000000,CN
C0201,Lý Vĩnh,Sang,True,1999-01-29 00:00:00,lvsang@gmail.com,0168458283          ,116681821024,0,CN
C0202,Lê Thảo,Nga,False,1999-02-25 00:00:00,ltnga@gmail.com,0913399918          ,622956823559,2000000,CN
C0203,Khương Thanh,Phương,False,1999-06-01 00:00:00,ktphuong@gmail.com,0913257653          ,813464485434,2000000,CN
C0204,Khương Văn Minh,Tân,True,1999-08-10 00:00:00,kvmtan@gmail.com,0987186154          ,680791265074,3000000,CN
C0205,Cao Văn,Phong,True,1999-04-10 00:00:00,cvphong@gmail.com,0913513318          ,467601440437,2000000,CN
C0206,Hoàng Nam,Tuấn,True,1999-08-13 00:00:00,hntuan@gmail.com,0168277247          ,563185517187,0,CN
C0207,Cao Thanh,Thanh,True,1999-07-06 00:00:00,ctthanh@gmail.com,0168138144          ,330253701009,3000000,CN
C0208,Khương Vĩnh,Tuấn,True,1999-04-28 00:00:00,kvtuan@gmail.com,0168966584          ,158106948490,2000000,CN
C0209,Lâm Vĩnh,Mẫn,True,1999-05-07 00:00:00,lvman@gmail.com,0987843380          ,507951727533,0,CN
C0210,Hoàng Văn Minh,Hòa,True,1999-08-25 00:00:00,hvmhoa@gmail.com,0987613368          ,838826475369,1000000,CN
C0211,Vương Văn Minh,Tuấn,True,1999-11-27 00:00:00,vvmtuan@gmail.com,0168781200          ,578244881843,2000000,CN
C0212,Trần Thị Thanh,Mai,False,1999-10-30 00:00:00,tttmai@gmail.com,0913300524          ,974288773773,1000000,CN
C0213,Văn Thị Thanh,Ly,False,1999-06-06 00:00:00,vttly@gmail.com,0168476335          ,283286560567,2000000,CN
C0214,Mã Thảo,Thúy,False,1999-01-25 00:00:00,mtthuy@gmail.com,0987424537          ,113315323846,0,CN
C0215,Đàm Thị Thanh,Hạnh,False,1999-06-05 00:00:00,dtthanh@gmail.com,0987358836          ,985154249933,3000000,CN
C0216,Đinh Thanh,Thanh,False,1999-04-09 00:00:00,dtthanh@gmail.com,0987705817          ,531437738832,1000000,CN
C0217,Trần Bạch,Thu,True,1999-08-18 00:00:00,tbthu@gmail.com,0987731662          ,753178473118,2000000,CN
C0218,Khương Thị Thanh,Mai,False,1999-10-02 00:00:00,kttmai@gmail.com,0987938472          ,093559659361,3000000,CN
C0219,Đinh Thảo,Đào,False,1999-05-27 00:00:00,dtdao@gmail.com,0168997275          ,720365242316,1000000,CN
C0220,Thái Mạnh,Huy,True,1999-12-03 00:00:00,tmhuy@gmail.com,0987494526          ,401081351210,3000000,CN
C0221,Lý Ngọc,Ngân,False,1999-05-19 00:00:00,lnngan@gmail.com,0168808232          ,315602028410,0,CN
